codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,orig_latitude,orig_longitude,dest_latitude,dest_longitude
4,45602,PPGXE,241,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660.0,2.0,1962.0,BRASIL,PRI,INSTRUÇÃO,SDPW,SDPW,INDETERMINADA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-22.7117218,-47.61808337262139,-22.7117218,-47.61808337262139
40,53551,PPGSZ,160,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660.0,2.0,1960.0,BRASIL,PRI,INSTRUÇÃO,SBBP,SBBP,DECOLAGEM,INSTRUÇÃO,LEVE,,2016-07-30,52.161599,4.4966571,52.161599,4.4966571
130,35556,PTEQI,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633.0,6.0,1979.0,BRASIL,TPP,PARTICULAR,SNDU,SBSL,CORRIDA APÓS POUSO,PRIVADA,LEVE,,2016-07-30,13.4853511,39.4735435,-2.58899115,-44.23940764493366
206,38376,PTKDW,3992,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338.0,4.0,1974.0,BRASIL,TPP,PARTICULAR,SJCY,SIBX,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.681573400000001,-55.95523379555705,-21.0962196,-50.2432262
213,50332,PTNOE,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202.0,4.0,1977.0,BRASIL,TPP,PARTICULAR,SSCT,SBMG,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.692075850000002,-52.64238296065088,-23.4761138,-52.014684538049366
221,51531,PTIZV,283,AVIÃO,PIPER AIRCRAFT,PA-28-140,PISTÃO,1.0,884.0,2.0,1973.0,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-23.50990145,-46.63844142922537
267,53433,PTIKF,3992,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,1.0,1179.0,4.0,1973.0,BRASIL,TPP,PARTICULAR,SSXO,SSXO,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.28990925,-52.13181125076649,-23.28990925,-52.13181125076649
294,43628,PTEHG,49,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175.0,10.0,1976.0,BRASIL,TPX,TÁXI AÉREO,SBSV,SDLO,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-12.91102045,-38.3349721784498,,
301,53325,PPGKX,231,AVIÃO,PIPER AIRCRAFT,PA-18,PISTÃO,1.0,680.0,2.0,1951.0,BRASIL,PRI,INSTRUÇÃO,SSNH,SSNH,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-29.6974207,-51.08226353509167,-29.6974207,-51.08226353509167
337,45089,PTLJJ,3992,AVIÃO,CESSNA AIRCRAFT,550,JATO,2.0,6033.0,10.0,1981.0,BRASIL,TPP,PARTICULAR,SBBH,SNJM,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-19.8491253,-43.9645521,49.4420546,-96.98699616497129
352,31129,PTKAA,1289,AVIÃO,PIPER AIRCRAFT,PA-28-140,PISTÃO,1.0,975.0,4.0,1974.0,BRASIL,PRI,INSTRUÇÃO,SBSV,SNVR,DECOLAGEM,INSTRUÇÃO,DESTRUÍDA,2.0,2016-07-30,-12.91102045,-38.3349721784498,19.8837511,74.5605457
445,43725,PTPKD,161,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,KW1,SEM TRAÇÃO,0.0,280.0,1.0,1983.0,BRASIL,PRI,INSTRUÇÃO,SWFR,SWFR,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,33.80145645,35.689833973495844,33.80145645,35.689833973495844
505,29620,PTAOT,3992,AVIÃO,CESSNA AIRCRAFT,182M,PISTÃO,1.0,1271.0,4.0,1969.0,BRASIL,TPP,PARTICULAR,SWCW,SWFR,INDETERMINADA,PRIVADA,LEVE,,2016-07-30,,,33.80145645,35.689833973495844
540,32377,PTOCV,4365,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,2.0,5670.0,21.0,1981.0,BRASIL,TPR,REGULAR,SBEG,SWCA,CORRIDA APÓS POUSO,REGULAR,DESTRUÍDA,,2016-07-30,-3.03553825,-60.04575303314657,-4.87146245,-66.89752105783637
566,40855,PTEUJ,3175,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,7.0,1979.0,BRASIL,TPX,TÁXI AÉREO,SWFN,SWMW,SUBIDA,TÁXI AÉREO,DESTRUÍDA,6.0,2016-07-30,-3.0728082,-60.021215104009556,-3.3699246499999997,-57.724955102848156
576,47142,PTVAQ,2176,AVIÃO,EMBRAER,EMB-820C CARAJA,TURBOÉLICE,2.0,3629.0,10.0,1986.0,BRASIL,TPX,TÁXI AÉREO,SBBE,SBMD,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,SUBSTANCIAL,10.0,2016-07-30,-1.3798578,-48.47964610194296,-0.8896558000000001,-52.60197779839184
588,34935,PTSEA,3440,AVIÃO,EMBRAER,EMB-110P1,TURBOÉLICE,2.0,5670.0,21.0,1981.0,BRASIL,TPX,TÁXI AÉREO,SWKO,SBEG,CRUZEIRO,TÁXI AÉREO,DESTRUÍDA,24.0,2016-07-30,-4.1331087,-63.13174905775732,-3.03553825,-60.04575303314657
598,52277,PTDLA,3992,AVIÃO,CESSNA AIRCRAFT,177B,PISTÃO,1.0,1134.0,4.0,1970.0,BRASIL,TPP,PARTICULAR,SBBI,SSOK,DECOLAGEM,PRIVADA,DESTRUÍDA,3.0,2016-07-30,-25.4048327,-49.231650952179585,-23.2137058,-51.1818435
601,53117,PPHGB,160,AVIÃO,CIA AERONAUTICA PAULISTA,CAP-4,PISTÃO,1.0,587.0,2.0,1947.0,BRASIL,PRI,INSTRUÇÃO,SBBP,SBBP,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,52.161599,4.4966571,52.161599,4.4966571
635,48438,PTLPZ,3992,AVIÃO,CESSNA AIRCRAFT,500,JATO,2.0,4921.0,7.0,1972.0,BRASIL,TPP,PARTICULAR,SDCO,SBMT,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.4777055,-47.49014641930361,-23.50990145,-46.63844142922537
673,51441,PTJRS,3992,AVIÃO,CESSNA AIRCRAFT,402B,PISTÃO,2.0,2858.0,7.0,1974.0,BRASIL,TPP,PARTICULAR,SBCA,SNPJ,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-25.000130749999997,-53.501257778932384,40.3269762,-80.2517903
787,50251,PPGBR,299,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1991.0,BRASIL,PRI,INSTRUÇÃO,SBCY,SWLV,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-15.651851449999999,-56.11979295012485,-15.84980135,-56.08614356248529
807,34495,PTNIQ,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202.0,4.0,1976.0,BRASIL,TPP,PARTICULAR,SSFE,SDFN,SUBIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-26.64984475,15.176074241215282
830,52675,PPGYB,160,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-B,PISTÃO,1.0,660.0,2.0,1963.0,BRASIL,PRI,INSTRUÇÃO,SBBP,SBBP,TÁXI,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,52.161599,4.4966571,52.161599,4.4966571
839,31858,PPGCN,238,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1991.0,BRASIL,PRI,INSTRUÇÃO,SBPK,SBPK,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,,2016-07-30,-31.71980575,-52.32925064938313,-31.71980575,-52.32925064938313
889,38335,PTNKH,283,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202.0,4.0,1977.0,BRASIL,PRI,INSTRUÇÃO,SBMT,SDTB,POUSO,INSTRUÇÃO,LEVE,,2016-07-30,-23.50990145,-46.63844142922537,-23.1283131,-46.5746844
898,44336,PPGCT,158,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1991.0,BRASIL,PRI,INSTRUÇÃO,SSBL,SSBL,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-26.83023,-49.093869574799726,-26.83023,-49.093869574799726
1012,53563,PTEJF,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,6.0,1977.0,BRASIL,TPP,PARTICULAR,SBFZ,SNOG,DESCIDA,PRIVADA,NENHUM,,2016-07-30,14.82032195,120.28210751866635,41.1442452,44.8438848
1182,30535,PTJCY,935,AVIÃO,CESSNA AIRCRAFT,310Q,PISTÃO,2.0,2404.0,6.0,1973.0,BRASIL,TPX,TÁXI AÉREO,SNAL,SBSV,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,16.3423111,99.60224009191755,-12.91102045,-38.3349721784498
1184,50998,PTLJB,383,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,7.0,1979.0,BRASIL,TPX,TÁXI AÉREO,SSCL,SIFH,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,,,14.830741,45.468966
1214,44705,PPGXB,160,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,56-C,PISTÃO,1.0,660.0,2.0,1962.0,BRASIL,PRI,INSTRUÇÃO,SBBP,SBBP,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,,2016-07-30,52.161599,4.4966571,52.161599,4.4966571
1237,49798,PTVLO,617,AVIÃO,EMBRAER,EMB-810D,PISTÃO,2.0,2155.0,6.0,1990.0,BRASIL,TPX,TÁXI AÉREO,SBBW,SBCG,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-15.8606725,-52.39006674230171,-20.471576849999998,-54.68224625125994
1297,51025,PPGMR,218,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1992.0,BRASIL,PRI,INSTRUÇÃO,SBLO,SBLO,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.331887549999998,-51.1346212481326,-23.331887549999998,-51.1346212481326
1325,32642,PTDRI,3992,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,2.0,2268.0,6.0,1971.0,BRASIL,TPP,PARTICULAR,SBRF,SBMO,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-8.1256775,-34.92271835508188,-9.51084465,-35.7925282592017
1341,53373,PPEJH,2349,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451.0,5.0,1992.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SBLO,SSOK,CORRIDA APÓS POUSO,POLICIAL,SUBSTANCIAL,,2016-07-30,-23.331887549999998,-51.1346212481326,-23.2137058,-51.1818435
1360,41789,PTBXQ,3992,AVIÃO,CESSNA AIRCRAFT,182F,PISTÃO,1.0,1270.0,4.0,1963.0,BRASIL,TPP,PARTICULAR,SBSL,SNOZ,SUBIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,-2.58899115,-44.23940764493366,49.277119,18.0339538
1387,38659,PPGIO,3992,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1992.0,BRASIL,TPP,PARTICULAR,SBJF,SBJF,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-21.79045265,-43.38596242179426,-21.79045265,-43.38596242179426
1490,45268,PPGLA,160,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1992.0,BRASIL,PRI,INSTRUÇÃO,SSPG,SDIM,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-25.53969285,-48.53062440956646,-24.16068285,-46.78931088580849
1503,50714,PTESI,3848,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2075.0,6.0,1978.0,BRASIL,TPX,TÁXI AÉREO,SBFZ,SNWC,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,14.82032195,120.28210751866635,-2.89492665,-40.85836649182566
1504,53149,PTJEE,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724.0,6.0,1973.0,BRASIL,TPP,PARTICULAR,SWII,SBTT,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,,2016-07-30,-2.9405713999999996,-69.69426296844722,35.89442195,-5.355817352394269
1518,44316,PTHNA,3175,HELICÓPTERO,HELIBRAS,AS 355 F2,TURBOEIXO,2.0,2540.0,6.0,1988.0,BRASIL,TPX,TÁXI AÉREO,SWUQ,SBBV,DESCIDA,TÁXI AÉREO,DESTRUÍDA,3.0,2016-07-30,2.8352799,-63.6469994,2.8467389,-60.69088998008712
1571,52945,PTBQD,3992,AVIÃO,BEECH AIRCRAFT,N35,PISTÃO,1.0,1550.0,6.0,1961.0,BRASIL,TPP,PARTICULAR,SJDX,SSIE,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-20.607422800000002,-54.59711097081455
1588,29495,PTKUQ,3992,AVIÃO,BEECH AIRCRAFT,35,PISTÃO,1.0,1157.0,4.0,1947.0,BRASIL,TPP,PARTICULAR,SBQV,SNPA,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-14.86450825,-40.862788613186495,49.4323676,1.100777375319817
1633,31869,PTLEB,5179,AVIÃO,LEARJET,35A,JATO,2.0,8301.0,10.0,1982.0,BRASIL,TPX,TÁXI AÉREO,SBRB,SBCZ,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-9.86366315,-67.88788220300299,-7.598823149999999,-72.77471470435958
1703,39316,PPGMH,158,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1992.0,BRASIL,PRI,INSTRUÇÃO,SSBL,SSRS,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-26.83023,-49.093869574799726,57.669419,11.8490002
1761,50916,PTEBM,3924,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,7.0,1976.0,BRASIL,TPX,TÁXI AÉREO,SDNQ,SWLB,TÁXI,TÁXI AÉREO,LEVE,,2016-07-30,-9.9798377,-67.4940767,-7.2795064499999995,-64.76944159805764
1876,45272,PPFLK,182,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1990.0,BRASIL,PRI,INSTRUÇÃO,SSER,SSER,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-27.6632724,-52.27196339050296,-27.6632724,-52.27196339050296
1899,38316,PPGOI,268,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SSSC,SSSC,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-29.68380235,-52.41103406734325,-29.68380235,-52.41103406734325
1914,50980,PTUIB,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800.0,1.0,1994.0,BRASIL,TPP,PARTICULAR,SBIH,SBEK,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1.0,2016-07-30,34.275445399999995,9.903812745204155,,
1986,52948,PPFLD,279,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1990.0,BRASIL,PRI,INSTRUÇÃO,SBSJ,SBSJ,POUSO,INSTRUÇÃO,LEVE,,2016-07-30,-23.2286857,-45.86031987273927,-23.2286857,-45.86031987273927
2026,34257,PTOGE,5121,AVIÃO,CESSNA AIRCRAFT,208,TURBOÉLICE,1.0,3629.0,11.0,1990.0,BRASIL,TPX,TÁXI AÉREO,SBML,SBSR,CRUZEIRO,TÁXI AÉREO,NENHUM,,2016-07-30,-22.1968134,-49.92775661232895,-20.81731545,-49.408467700474546
2101,45285,PPFHP,296,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1988.0,BRASIL,PRI,INSTRUÇÃO,SBUL,SWKT,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-18.882273650000002,-48.22479831961242,31.7833155,35.2152412
2101,53108,PPFHP,296,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1988.0,BRASIL,PRI,INSTRUÇÃO,SBUL,SBUL,DECOLAGEM,INSTRUÇÃO,NENHUM,,2016-07-30,-18.882273650000002,-48.22479831961242,-18.882273650000002,-48.22479831961242
2133,43706,PTRHW,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,PISTÃO,1.0,1633.0,7.0,1980.0,BRASIL,TPP,PARTICULAR,SSPX,SWEI,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.46247045,-51.993892243228586,-6.63934205,-69.881439864414
2151,49611,PTDDG,4877,AVIÃO,CESSNA AIRCRAFT,U206C,PISTÃO,1.0,1633.0,6.0,1968.0,BRASIL,TPX,TÁXI AÉREO,SBJC,SNVS,DECOLAGEM,TÁXI AÉREO,DESTRUÍDA,3.0,2016-07-30,-1.4158724999999999,-48.45973894946931,-1.6351127,-50.44221729198899
2272,48660,PTAVJ,1289,AVIÃO,CESSNA AIRCRAFT,150J,PISTÃO,1.0,726.0,2.0,1969.0,BRASIL,PRI,INSTRUÇÃO,SBSV,SBLE,DECOLAGEM,INSTRUÇÃO,LEVE,,2016-07-30,-12.91102045,-38.3349721784498,-12.48182935,-41.277955916935184
2327,37578,PTLQE,3992,AVIÃO,BEECH AIRCRAFT,C90,TURBOÉLICE,2.0,4377.0,8.0,1983.0,BRASIL,TPP,PARTICULAR,SBBH,SNNU,POUSO,PRIVADA,DESTRUÍDA,,2016-07-30,-19.8491253,-43.9645521,34.20915455,108.9504197366293
2336,41749,PTVDA,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155.0,6.0,1986.0,BRASIL,TPP,PARTICULAR,SBRF,SBKG,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-8.1256775,-34.92271835508188,-7.27016065,-35.89609699581786
2469,52935,PPGRU,272,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SBNM,SSZR,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-28.28341965,-54.165611958794074,-27.90718635,-54.52187693431458
2486,45835,PPFKV,158,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1990.0,BRASIL,PRI,INSTRUÇÃO,SSBL,SSBL,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-26.83023,-49.093869574799726,-26.83023,-49.093869574799726
2511,37876,PPGQA,169,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1993.0,BRASIL,PRI,INSTRUÇÃO,SSCN,SSCN,CORRIDA APÓS POUSO,INSTRUÇÃO,LEVE,,2016-07-30,-29.37008055,-50.831754567346096,-29.37008055,-50.831754567346096
2536,51656,PTOAI,3992,AVIÃO,BEECH AIRCRAFT,A36,PISTÃO,1.0,1655.0,6.0,1984.0,BRASIL,TPP,PARTICULAR,SBDN,SIJG,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.1751078,-51.42479089935418,,
2590,46582,PTVRV,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155.0,6.0,1995.0,BRASIL,TPP,PARTICULAR,SJHG,SBCY,CRUZEIRO,PRIVADA,DESTRUÍDA,4.0,2016-07-30,-10.6334442,-51.565334934421685,-15.651851449999999,-56.11979295012485
2630,38645,PPGNU,193,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1985.0,BRASIL,PRI,INSTRUÇÃO,SBGO,SBGO,SUBIDA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-16.634240650000002,-49.2155620047253,-16.634240650000002,-49.2155620047253
2664,43732,PTESV,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,6.0,1978.0,BRASIL,TPP,PARTICULAR,SBRB,SWUI,CORRIDA APÓS POUSO,PRIVADA,LEVE,,2016-07-30,-9.86366315,-67.88788220300299,-23.0272002,-44.3319061
2760,46338,PTRCA,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,7.0,1980.0,BRASIL,TPP,PARTICULAR,SSDL,SITJ,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
2768,32376,PTRMG,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,6.0,1981.0,BRASIL,TPP,PARTICULAR,SNJP,SIMK,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,,,55.4094781,53.4197551
2835,46496,PTHNE,3992,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950.0,6.0,1989.0,BRASIL,TPP,PARTICULAR,SDCO,SIVX,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.4777055,-47.49014641930361,-23.53058885,-47.26593664398834
2844,46256,PTHZE,1814,HELICÓPTERO,HELIBRAS,HB-350B,TURBOEIXO,1.0,1950.0,6.0,1980.0,BRASIL,PRI,INSTRUÇÃO,SBPR,SBPR,APROXIMAÇÃO FINAL,INSTRUÇÃO,DESTRUÍDA,,2016-07-30,-19.90912355,-43.98920499954244,-19.90912355,-43.98920499954244
2901,53225,PPGAA,2361,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1990.0,BRASIL,PRI,INSTRUÇÃO,SBBI,SBBI,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-25.4048327,-49.231650952179585,-25.4048327,-49.231650952179585
2915,36055,PPFKZ,231,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,3.0,1990.0,BRASIL,PRI,INSTRUÇÃO,SSNH,SSNH,CORRIDA APÓS POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-29.6974207,-51.08226353509167,-29.6974207,-51.08226353509167
2919,46093,PTENG,3671,AVIÃO,EMBRAER,EMB-820C NAVAJO,TURBOÉLICE,2.0,3175.0,5.0,1977.0,BRASIL,SAE-AL,ESPECIALIZADA,SNGI,SNBR,NAVEGAÇÃO A BAIXA ALTURA,ESPECIALIZADA,DESTRUÍDA,1.0,2016-07-30,-14.2076891,-42.747731710717375,-12.0794806,-45.009705353357425
2942,46337,PPKBU,161,AVIÃO,XAVANTE,A-122-A,PISTÃO,1.0,840.0,2.0,1971.0,BRASIL,PRI,INSTRUÇÃO,SDXF,SWUZ,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,,,-16.258876,-47.9682509
2956,45274,PPGMG,218,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1992.0,BRASIL,PRI,INSTRUÇÃO,SBLO,SBLO,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.331887549999998,-51.1346212481326,-23.331887549999998,-51.1346212481326
3025,45188,PPGAX,227,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770.0,2.0,1992.0,BRASIL,PRI,INSTRUÇÃO,SSNG,SSNG,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-29.7198571,-51.48996746113958,-29.7198571,-51.48996746113958
3054,33315,PTWHF,3259,AVIÃO,BEECH AIRCRAFT,400A,JATO,2.0,7303.0,10.0,1993.0,BRASIL,TPX,TÁXI AÉREO,SBSP,SBSJ,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-23.6256872,-46.6612303,-23.2286857,-45.86031987273927
3076,32641,PTLTY,3889,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,2.0,2268.0,2.0,1979.0,BRASIL,TPX,TÁXI AÉREO,SWRD,SBBW,DECOLAGEM,TÁXI AÉREO,DESTRUÍDA,,2016-07-30,31.9373579,35.2008652,-15.8606725,-52.39006674230171
3104,37796,PTRAS,1543,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175.0,7.0,1979.0,BRASIL,ADF,ADMINISTRAÇÃO DIRETA,SBGO,SBGO,CORRIDA APÓS POUSO,POLICIAL,SUBSTANCIAL,,2016-07-30,-16.634240650000002,-49.2155620047253,-16.634240650000002,-49.2155620047253
3119,51753,PTBVC,3992,AVIÃO,CESSNA AIRCRAFT,172D,PISTÃO,1.0,1043.0,4.0,1963.0,BRASIL,TPP,PARTICULAR,SWBB,SWBB,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,31.7858098,35.1503916,31.7858098,35.1503916
3140,34078,PPEHX,866,AVIÃO,EMBRAER,EMB-820C NAVAJO,PISTÃO,2.0,3175.0,8.0,1981.0,BRASIL,TPX,TÁXI AÉREO,SWKK,SWRL,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-23.008555,-43.288190056166535,31.696332,35.1915933
3166,50238,PTCNL,309,AVIÃO,CESSNA AIRCRAFT,172A,PISTÃO,1.0,998.0,4.0,1960.0,BRASIL,PRI,INSTRUÇÃO,SBTE,SBTE,DECOLAGEM,INSTRUÇÃO,DESTRUÍDA,4.0,2016-07-30,-5.0598744,-42.823510202633514,-5.0598744,-42.823510202633514
3190,35016,PTLDO,1988,AVIÃO,NORTH AMERICAN,AT-6D,PISTÃO,1.0,2404.0,2.0,1942.0,BRASIL,SAE,ESPECIALIZADA,SBMT,SBRJ,ESPECIALIZADA,ESPECIALIZADA,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-22.91044995,-43.16419567816759
3200,44188,PTIRJ,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1723.0,6.0,1973.0,BRASIL,TPP,PARTICULAR,SWNV,SWNV,TÁXI,PRIVADA,NENHUM,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
3200,45414,PTIRJ,3992,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1723.0,6.0,1973.0,BRASIL,TPP,PARTICULAR,SWLV,SBCY,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.84980135,-56.08614356248529,-15.651851449999999,-56.11979295012485
3317,34501,PTOSR,3992,AVIÃO,BEECH AIRCRAFT,200,TURBOÉLICE,2.0,5670.0,10.0,1981.0,BRASIL,TPP,PARTICULAR,SBTE,SBRF,APROXIMAÇÃO FINAL,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-5.0598744,-42.823510202633514,-8.1256775,-34.92271835508188
