codigo_aeronave,codigo_ocorrencia,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,orig_latitude,orig_longitude,dest_latitude,dest_longitude
13040,45937,PTWBJ,4856,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633.0,7.0,1989.0,BRASIL,TPX,TÁXI AÉREO,SWXV,SWEK,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-14.698767,-52.348088000279134,-13.57509615,-52.26867717855606
13076,52538,PRPAS,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542.0,4.0,2007.0,BRASIL,TPP,PARTICULAR,SBSV,SNBO,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-12.91102045,-38.3349721784498,46.46062875,5.149386922941176
13086,46042,PRARZ,3992,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3968.0,11.0,2003.0,BRASIL,TPP,PARTICULAR,SNMJ,SBJD,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,-13.3850808,-40.46456723788134,-23.18119415,-46.942913735809945
13112,46094,PTKGM,3992,AVIÃO,BEECH AIRCRAFT,V35B,PISTÃO,1.0,1542.0,5.0,1974.0,BRASIL,TPP,PARTICULAR,SBUR,SWRD,CORRIDA APÓS POUSO,PRIVADA,LEVE,,2016-07-30,,,31.9373579,35.2008652
13133,46154,PRORV,3992,AVIÃO,CESSNA AIRCRAFT,T210M,PISTÃO,1.0,1724.0,6.0,1978.0,BRASIL,TPP,PARTICULAR,SBUR,SBBR,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,,,-15.87174755,-47.91172169662855
13148,46170,PPFJF,154,PLANADOR,INDÚSTRIA PARANAENSE DE ESTRUTURAS,IPE-02B,SEM TRAÇÃO,0.0,565.0,2.0,1989.0,BRASIL,PRI,INSTRUÇÃO,SDBB,SDBB,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,1.0,2016-07-30,32.9387497,-117.232539,32.9387497,-117.232539
13150,46172,PRLDS,3208,AVIÃO,PIPER AIRCRAFT,PA-31,PISTÃO,2.0,3052.0,3.0,1973.0,BRASIL,SAE-AL,ESPECIALIZADA,SBJR,SBJR,RETA FINAL,ESPECIALIZADA,DESTRUÍDA,,2016-07-30,-22.98641695,-43.371449464398225,-22.98641695,-43.371449464398225
13151,46173,PTIOR,3992,AVIÃO,PIPER AIRCRAFT,PA-28-140,PISTÃO,1.0,975.0,4.0,1971.0,BRASIL,TPP,PARTICULAR,SDPN,SNAG,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,24.1529658,75.0378624,62.3992362,-140.3718394
13157,53434,PREJI,6010,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,759.0,2.0,1980.0,BRASIL,PRI,INSTRUÇÃO,SBJD,SBJD,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.18119415,-46.942913735809945,-23.18119415,-46.942913735809945
13169,46200,PRLTB,193,AVIÃO,CESSNA AIRCRAFT,150L,PISTÃO,1.0,726.0,2.0,1972.0,BRASIL,PRI,INSTRUÇÃO,SWNV,SWNV,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
13170,46201,PTKGC,4468,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,1.0,1633.0,6.0,1974.0,BRASIL,TPX,TÁXI AÉREO,SWUQ,SDMG,CORRIDA APÓS POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,2.8352799,-63.6469994,,
13171,46202,PRDOC,3992,AVIÃO,HAWKER BEECHCRAFT,B200,TURBOÉLICE,2.0,5670.0,11.0,2008.0,BRASIL,TPP,PARTICULAR,SBBH,SBJF,APROXIMAÇÃO FINAL,PRIVADA,DESTRUÍDA,8.0,2016-07-30,-19.8491253,-43.9645521,-21.79045265,-43.38596242179426
13195,46253,PRODM,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,0.0,1975.0,BRASIL,TPP,PARTICULAR,SDTB,SDTB,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.1283131,-46.5746844,-23.1283131,-46.5746844
13196,46255,PTNIR,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202.0,4.0,1976.0,BRASIL,TPP,PARTICULAR,SDAM,SDBN,CRUZEIRO,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-22.860043249999997,-47.10842181566554,,
13204,46263,PTFTB,4832,AVIÃO,CESSNA AIRCRAFT,560,JATO,2.0,7212.0,11.0,1990.0,BRASIL,TPX,TÁXI AÉREO,SBSP,SBJR,POUSO,TÁXI AÉREO,NENHUM,,2016-07-30,-23.6256872,-46.6612303,-22.98641695,-43.371449464398225
13208,47075,PTWNM,4955,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1974.0,BRASIL,TPX,TÁXI AÉREO,SWFN,SWMW,DECOLAGEM,TÁXI AÉREO,NENHUM,,2016-07-30,-3.0728082,-60.021215104009556,-3.3699246499999997,-57.724955102848156
13233,52779,PRSAO,283,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,PISTÃO,1.0,800.0,2.0,2012.0,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,CORRIDA APÓS POUSO,INSTRUÇÃO,NENHUM,,2016-07-30,-23.50990145,-46.63844142922537,-23.50990145,-46.63844142922537
13233,46336,PRSAO,283,AVIÃO,DIAMOND AIRCRAFT,DA20-C1,PISTÃO,1.0,800.0,2.0,2012.0,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,ARREMETIDA NO SOLO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-23.50990145,-46.63844142922537
13246,46354,PRDKK,3992,HELICÓPTERO,EUROCOPTER FRANCE,EC 130 B4,TURBOEIXO,1.0,2427.0,7.0,2012.0,BRASIL,TPP,PARTICULAR,SBIL,SBBR,CRUZEIRO,PRIVADA,DESTRUÍDA,1.0,2016-07-30,-14.81669225,-39.03309799706171,-15.87174755,-47.91172169662855
13254,46373,PTVIB,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633.0,6.0,1987.0,BRASIL,TPP,PARTICULAR,SNDC,SBMQ,CRUZEIRO,PRIVADA,LEVE,,2016-07-30,-8.03127325,-49.97954959577524,0.0505785,-51.07059996039651
13258,46411,PRYRG,3736,HELICÓPTERO,BELL HELICOPTER,430,TURBOEIXO,2.0,4082.0,8.0,2001.0,BRASIL,TPX,TÁXI AÉREO,SBIZ,SBBE,ESTACIONAMENTO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-5.5301267,-47.45800807097166,-1.3798578,-48.47964610194296
13259,46412,PTRDG,3992,AVIÃO,EMBRAER,EMB-810C,PISTÃO,2.0,2073.0,6.0,1980.0,BRASIL,TPP,PARTICULAR,SBIL,SBBR,SUBIDA,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-14.81669225,-39.03309799706171,-15.87174755,-47.91172169662855
13261,46414,PRBIG,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542.0,4.0,2008.0,BRASIL,TPP,PARTICULAR,SBMT,SBJR,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-22.98641695,-43.371449464398225
13262,46415,PTHSN,2486,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451.0,5.0,1981.0,BRASIL,M24,MÚLTIPLA,SSHS,SSHS,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,50.4740487,30.3429544,50.4740487,30.3429544
13265,53466,PRWTW,3992,AVIÃO,PIPER AIRCRAFT,PA-32R-301T,PISTÃO,1.0,1633.0,6.0,2003.0,BRASIL,TPP,PARTICULAR,SWNV,SWNV,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
13266,46419,PTKSB,3984,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724.0,6.0,1974.0,BRASIL,TPX,TÁXI AÉREO,SBJR,SBMT,DECOLAGEM,TÁXI AÉREO,DESTRUÍDA,1.0,2016-07-30,-22.98641695,-43.371449464398225,-23.50990145,-46.63844142922537
13272,46437,PTOKZ,3992,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724.0,6.0,1979.0,BRASIL,TPP,PARTICULAR,SSTL,SJUQ,CRUZEIRO,PRIVADA,DESTRUÍDA,3.0,2016-07-30,-6.78194485,39.25943065111903,,
13281,46450,PTREI,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,PISTÃO,1.0,1633.0,6.0,1981.0,BRASIL,TPP,PARTICULAR,SBMY,SWBR,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-5.81173955,-61.27874196726444,31.712078,35.206313
13282,46451,PRDGO,3992,AVIÃO,PIPER AIRCRAFT,PA-31T,TURBOÉLICE,2.0,4082.0,7.0,1981.0,BRASIL,TPP,PARTICULAR,SBRJ,SDAM,POUSO,PRIVADA,NENHUM,,2016-07-30,-22.91044995,-43.16419567816759,-22.860043249999997,-47.10842181566554
13315,46512,PRFSW,3992,AVIÃO,BEECH AIRCRAFT,D55,PISTÃO,2.0,2404.0,6.0,1968.0,BRASIL,TPP,PARTICULAR,SDVE,SBAQ,CRUZEIRO,PRIVADA,LEVE,,2016-07-30,-22.2299753,-49.81809541110647,15.791085,43.916731
13316,46513,PTJBL,1036,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724.0,6.0,1973.0,BRASIL,TPX,TÁXI AÉREO,SBJC,SNVS,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-1.4158724999999999,-48.45973894946931,-1.6351127,-50.44221729198899
13339,46564,PRBRO,193,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1981.0,BRASIL,PRI,INSTRUÇÃO,SWNV,SWNV,ARREMETIDA NO AR,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
13339,52943,PRBRO,193,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1981.0,BRASIL,PRI,INSTRUÇÃO,SWNV,SWNV,CIRCUITO DE TRÁFEGO,INSTRUÇÃO,NENHUM,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
13342,46567,PRLTT,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,2010.0,BRASIL,TPP,PARTICULAR,SNPY,SNFE,TÁXI,PRIVADA,SUBSTANCIAL,,2016-07-30,,,,
13345,46570,PRMRG,5012,AVIÃO,CESSNA AIRCRAFT,525B,JATO,2.0,6291.0,10.0,2007.0,BRASIL,TPX,TÁXI AÉREO,SBFL,SBSP,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-27.670113450000002,-48.54468648648172,-23.6256872,-46.6612303
13347,46572,PPBPP,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,2001.0,BRASIL,TPP,PARTICULAR,SBBI,SSPB,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-25.4048327,-49.231650952179585,,
13361,46587,PTWFO,5625,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1980.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SSDO,SBCG,CORRIDA APÓS POUSO,POLICIAL,SUBSTANCIAL,,2016-07-30,-16.7535966,-39.31605367550041,-20.471576849999998,-54.68224625125994
13361,52640,PTWFO,5625,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1980.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SBCG,SBCG,POUSO,POLICIAL,SUBSTANCIAL,,2016-07-30,-20.471576849999998,-54.68224625125994,-20.471576849999998,-54.68224625125994
13365,46591,PRUTJ,4371,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621.0,2.0,1994.0,BRASIL,PRI,INSTRUÇÃO,SBJR,SBJR,MANOBRA,INSTRUÇÃO,DESTRUÍDA,2.0,2016-07-30,-22.98641695,-43.371449464398225,-22.98641695,-43.371449464398225
13392,48876,PPPLE,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2449.0,6.0,1978.0,BRASIL,TPP,PARTICULAR,SDFD,SSTL,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-20.27687985,-50.21550201557881,-6.78194485,39.25943065111903
13404,46630,PTBMG,3992,AVIÃO,CESSNA AIRCRAFT,180D,PISTÃO,1.0,1202.0,4.0,1961.0,BRASIL,TPP,PARTICULAR,SDBA,SDMV,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,1.3058902,103.869957759235,,
13409,52553,PTJTN,3992,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,2.0,2310.0,6.0,1974.0,BRASIL,TPP,PARTICULAR,SNMZ,SDWV,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-1.74273455,-52.237087731100814,,
13451,46702,PTYSW,3992,HELICÓPTERO,EUROCOPTER FRANCE,AS 350 BA,TURBOEIXO,1.0,2100.0,6.0,1994.0,BRASIL,TPP,PARTICULAR,SWNV,SWNV,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
13452,46703,PRRIG,3992,AVIÃO,CESSNA AIRCRAFT,150M,PISTÃO,1.0,726.0,2.0,1976.0,BRASIL,TPP,PARTICULAR,SNJR,SNRZ,NAVEGAÇÃO A BAIXA ALTURA,PRIVADA,SUBSTANCIAL,,2016-07-30,36.3192729,41.8598585,,
13459,46712,PTVKO,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633.0,7.0,1989.0,BRASIL,TPP,PARTICULAR,SBJC,SIPY,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-1.4158724999999999,-48.45973894946931,50.0143177,13.6164532
13472,46734,PRIJU,4272,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,622.0,2.0,2011.0,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-23.50990145,-46.63844142922537
13473,46735,PRCRM,3992,AVIÃO,BEECH AIRCRAFT,58,PISTÃO,2.0,2495.0,6.0,1998.0,BRASIL,TPP,PARTICULAR,SJCY,SJQI,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.681573400000001,-55.95523379555705,,
13476,46748,PTVPM,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633.0,6.0,1993.0,BRASIL,TPP,PARTICULAR,SBCY,SWRD,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.651851449999999,-56.11979295012485,31.9373579,35.2008652
13479,46751,PTGXN,3975,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800.0,1.0,1981.0,BRASIL,SAE-AG,AGRÍCOLA,SJDU,SJDU,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,1.0,2016-07-30,-29.7301004,-56.959752569744566,-29.7301004,-56.959752569744566
13481,46753,PRAAV,1820,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315.0,1.0,1966.0,BRASIL,SAE-AG,AGRÍCOLA,SDIO,SDIO,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-21.601107149999997,-48.83251981307818,-21.601107149999997,-48.83251981307818
13497,53192,PUXXX1,3992,ULTRALEVE,MAULE AIRCRAFT,ULTRALEVE,PISTÃO,1.0,0.0,0.0,0.0,BRASIL,PET,EXPERIMENTAL,SDNY,SNAU,INDETERMINADA,PRIVADA,DESTRUÍDA,1.0,2016-07-30,-22.7453003,-43.4603004,50.8816858,34.7803017
13508,48654,PTWCM,3821,AVIÃO,EMBRAER,EMB-110,TURBOÉLICE,2.0,5600.0,17.0,1974.0,BRASIL,TPX,TÁXI AÉREO,SWNS,SBGR,POUSO,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-16.228539400000003,-48.960982233490036,-23.43779495,-46.481320528800595
13518,53308,PRSDL,4693,AVIÃO,BOEING COMPANY,737-3S3,JATO,2.0,63276.0,6.0,1988.0,BRASIL,TPN,NÃO REGULAR,SBTE,SBSL,POUSO,NÃO REGULAR,LEVE,,2016-07-30,-5.0598744,-42.823510202633514,-2.58899115,-44.23940764493366
13524,46841,PPPFC,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134.0,4.0,2010.0,BRASIL,TPP,PARTICULAR,SBJR,SDMS,APROXIMAÇÃO FINAL,PRIVADA,SUBSTANCIAL,,2016-07-30,-22.98641695,-43.371449464398225,-23.015610199999998,-44.28033675535354
13526,46844,PTDJH,3992,AVIÃO,CESSNA AIRCRAFT,182E,PISTÃO,1.0,1270.0,4.0,1962.0,BRASIL,TPP,PARTICULAR,SBJC,SNGU,PARTIDA DO MOTOR,PRIVADA,SUBSTANCIAL,,2016-07-30,-1.4158724999999999,-48.45973894946931,,
13528,46846,PTFEM,3992,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PISTÃO,1.0,1969.0,6.0,2011.0,BRASIL,TPP,PARTICULAR,SBJR,SBMT,DECOLAGEM,PRIVADA,,2.0,2016-07-30,-22.98641695,-43.371449464398225,-23.50990145,-46.63844142922537
13532,46853,PPEPG,2356,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-810D,PISTÃO,2.0,2155.0,6.0,1997.0,BRASIL,ADE,ADMINISTRAÇÃO DIRETA,SBJP,SNKB,POUSO,NÃO REGULAR,SUBSTANCIAL,,2016-07-30,-7.148930699999999,-34.95030583440195,-7.1781517,-35.98990252736533
13533,46854,PRJBN,2462,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451.0,5.0,2008.0,BRASIL,TPX,TÁXI AÉREO,SDNP,SBMT,NAVEGAÇÃO A BAIXA ALTURA,TÁXI AÉREO,DESTRUÍDA,1.0,2016-07-30,-23.5477159,-46.637600453191496,-23.50990145,-46.63844142922537
13535,46856,PTOVE,3992,AVIÃO,PIPER AIRCRAFT,PA-31T1,TURBOÉLICE,2.0,3946.0,7.0,1980.0,BRASIL,TPP,PARTICULAR,SBMG,SBBI,PARTIDA DO MOTOR,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.4761138,-52.014684538049366,-25.4048327,-49.231650952179585
13536,46857,PRDUB,3992,HELICÓPTERO,ROBINSON HELICOPTER,R66,TURBOEIXO,1.0,1225.0,5.0,2011.0,BRASIL,TPP,PARTICULAR,SBSJ,SJDO,CRUZEIRO,PRIVADA,DESTRUÍDA,2.0,2016-07-30,-23.2286857,-45.86031987273927,-23.82191915,-45.37128041006108
13543,46864,PPCOR,3992,AVIÃO,EMBRAER,EMB-500,JATO,2.0,4750.0,7.0,2011.0,BRASIL,TPP,PARTICULAR,SNYU,SNLF,POUSO,PRIVADA,LEVE,,2016-07-30,-19.71681065,-50.220439384663536,46.377876,6.4798093
13550,46872,PRSFS,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542.0,4.0,2008.0,BRASIL,TPP,PARTICULAR,SBLO,SSQZ,POUSO,PRIVADA,DESTRUÍDA,,2016-07-30,-23.331887549999998,-51.1346212481326,55.5321257,-106.1412243
13588,46969,PPAJV,3992,AVIÃO,BEECH AIRCRAFT,C90A,TURBOÉLICE,2.0,4763.0,8.0,2001.0,BRASIL,TPP,PARTICULAR,SBMG,SBSP,CRUZEIRO,PRIVADA,DESTRUÍDA,5.0,2016-07-30,-23.4761138,-52.014684538049366,-23.6256872,-46.6612303
13589,46972,PRFLP,2091,AVIÃO,CESSNA AIRCRAFT,152,PISTÃO,1.0,757.0,2.0,1980.0,BRASIL,PRI,INSTRUÇÃO,SBFL,SDEN,POUSO,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-27.670113450000002,-48.54468648648172,-27.1663698,-48.6215934
13600,47011,PRJJZ,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542.0,4.0,2007.0,BRASIL,TPP,PARTICULAR,SBBR,SINT,DECOLAGEM,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.87174755,-47.91172169662855,30.0554387,-8.8184831
13601,47012,PRCEO,3992,AVIÃO,CIRRUS DESIGN,SR22,PISTÃO,1.0,1542.0,4.0,2006.0,BRASIL,TPP,PARTICULAR,SWLC,SWWA,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-17.834426,-50.9559705443272,-18.1415884,178.4421662
13602,47013,PTRXF,386,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,PISTÃO,1.0,1633.0,6.0,1985.0,BRASIL,TPX,TÁXI AÉREO,SWEK,SWDU,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,,2016-07-30,-13.57509615,-52.26867717855606,,
13604,47015,PRPAD,4962,AVIÃO,AIR TRACTOR,AT-502B,TURBOÉLICE,1.0,3629.0,1.0,2012.0,BRASIL,SAE-AG,AGRÍCOLA,SIPU,SIPU,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,35.5831268,109.8349068,35.5831268,109.8349068
13631,49117,PTITQ,3992,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,1.0,1202.0,4.0,1973.0,BRASIL,TPP,PARTICULAR,SWNV,SWNV,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-16.626151200000002,-49.34685663335068,-16.626151200000002,-49.34685663335068
13642,47081,PRELP,3992,HELICÓPTERO,ROBINSON HELICOPTER,R66,TURBOEIXO,1.0,1225.0,5.0,2011.0,BRASIL,TPP,PARTICULAR,SWNY,SWNY,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,36.291975,45.2350027,36.291975,45.2350027
13664,47109,PRJDV,3992,AVIÃO,CESSNA AIRCRAFT,T210R,PISTÃO,1.0,1860.0,6.0,1985.0,BRASIL,TPP,PARTICULAR,SNFE,SBUL,CRUZEIRO,PRIVADA,NENHUM,,2016-07-30,,,-18.882273650000002,-48.22479831961242
13682,47132,PTNHB,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202.0,4.0,1976.0,BRASIL,TPP,PARTICULAR,SNRU,SNRU,POUSO,PRIVADA,LEVE,,2016-07-30,-8.28194365,-36.013216713315096,-8.28194365,-36.013216713315096
13695,47154,PTTOR,3992,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PISTÃO,1.0,1969.0,6.0,2009.0,BRASIL,TPP,PARTICULAR,SBCY,SSKW,DESCIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.651851449999999,-56.11979295012485,-11.4964046,-61.44992918812463
13747,47353,PTRJH,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315.0,4.0,1980.0,BRASIL,TPP,PARTICULAR,SBSJ,SBTA,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-23.2286857,-45.86031987273927,37.29758715,127.06705366983499
13895,49615,PTIGA,3992,AVIÃO,CESSNA AIRCRAFT,180C,PISTÃO,1.0,1202.0,4.0,1960.0,BRASIL,TPP,PARTICULAR,SJVO,SJVO,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-15.900472950000001,-52.243756078475215,-15.900472950000001,-52.243756078475215
13905,52984,PTHVO,2189,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621.0,2.0,1990.0,BRASIL,PRI,INSTRUÇÃO,SJLY,SJLY,DECOLAGEM,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-20.047222499999997,-43.96234872295648,-20.047222499999997,-43.96234872295648
13935,47648,PTOPU,912,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315.0,1.0,1992.0,BRASIL,SAE,ESPECIALIZADA,SSKM,SSKM,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-24.009449,-52.35696610253834,-24.009449,-52.35696610253834
13936,47649,PTOMW,1742,AVIÃO,PIPER AIRCRAFT,PA-25-235,PISTÃO,1.0,1315.0,1.0,1986.0,BRASIL,SAE,ESPECIALIZADA,SSKM,SSKM,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,,2016-07-30,-24.009449,-52.35696610253834,-24.009449,-52.35696610253834
13939,47652,PPSSS,3992,AVIÃO,PIPER AIRCRAFT,PA-34-220T,PISTÃO,2.0,2155.0,6.0,2006.0,BRASIL,TPP,PARTICULAR,SBPA,SSLT,POUSO,PRIVADA,SUBSTANCIAL,,2016-07-30,-29.995268449999998,-51.16639779619565,-29.812431750000002,-55.89315128492438
13966,47697,PRETJ,1821,AVIÃO,CIRRUS DESIGN,SR20,PISTÃO,1.0,1360.0,4.0,2007.0,BRASIL,PRI,INSTRUÇÃO,SBJD,SBJD,TÁXI,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.18119415,-46.942913735809945,-23.18119415,-46.942913735809945
14098,47876,PTICH,3992,AVIÃO,PIPER AIRCRAFT,PA-28R-200,PISTÃO,1.0,1202.0,4.0,1972.0,BRASIL,TPP,PARTICULAR,SWXM,SWSI,DESCIDA,PRIVADA,SUBSTANCIAL,,2016-07-30,-10.1732309,-54.95430591049292,,
14101,47879,PRLJI,1036,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724.0,6.0,1975.0,BRASIL,TPX,TÁXI AÉREO,SISO,SBJC,CIRCUITO DE TRÁFEGO,TÁXI AÉREO,SUBSTANCIAL,2.0,2016-07-30,35.0043515,134.5495517,-1.4158724999999999,-48.45973894946931
14119,47901,PRVIP,2507,AVIÃO,BEECH AIRCRAFT,200,TURBOÉLICE,2.0,5670.0,10.0,1978.0,BRASIL,TPX,TÁXI AÉREO,SWDN,SBPJ,POUSO,TÁXI AÉREO,LEVE,,2016-07-30,14.5844444,29.4917691,-10.2918921,-48.3591818921385
14165,47980,PTCDI,3992,AVIÃO,CESSNA AIRCRAFT,182G,PISTÃO,1.0,1270.0,4.0,1964.0,BRASIL,TPP,PARTICULAR,SSPN,SSCI,CRUZEIRO,PRIVADA,SUBSTANCIAL,,2016-07-30,14.1610314,77.7588787,40.463210950000004,-86.93113472056275
14191,48013,PTHPK,3143,HELICÓPTERO,ROBINSON HELICOPTER,R22 BETA,PISTÃO,1.0,621.0,2.0,1991.0,BRASIL,PRI,INSTRUÇÃO,SBMT,SBMT,MANOBRA,INSTRUÇÃO,SUBSTANCIAL,,2016-07-30,-23.50990145,-46.63844142922537,-23.50990145,-46.63844142922537
